1.0000,78.1264,104.6529,7.7890
2.0000,71.8140,99.3126,7.4816
3.0000,68.3756,96.8649,7.3686
4.0000,65.7113,94.1929,7.2412
5.0000,61.8174,91.7262,7.1162
6.0000,61.5899,89.3720,6.9944
7.0000,59.3173,86.9658,6.8767
8.0000,57.0979,84.5481,6.7594
9.0000,55.6102,82.5120,6.6623
10.0000,54.0354,80.6613,6.5739
11.0000,53.1459,78.9149,6.4858
12.0000,50.9520,77.1968,6.4016
13.0000,48.9654,75.2749,6.3279
14.0000,47.2157,73.3618,6.2555
15.0000,46.9573,71.6576,6.1926
16.0000,43.2613,69.3637,6.1172
17.0000,44.2761,66.6579,6.0321
18.0000,41.8724,64.4247,6.0006
19.0000,38.1695,62.3418,5.9697
20.0000,36.4591,59.6541,5.9338
21.0000,36.5094,56.9127,5.8993
22.0000,36.3119,54.8448,5.8838
23.0000,33.2757,53.2027,5.8720
24.0000,32.4780,51.9283,5.8683
25.0000,33.8819,50.8701,5.8471
26.0000,32.2899,50.2017,5.8290
27.0000,36.0595,49.6451,5.8100
28.0000,30.5150,49.2164,5.8070
29.0000,33.8972,48.7441,5.7944
30.0000,34.7722,48.5229,5.7866
31.0000,33.5053,48.3364,5.7771
32.0000,33.2995,48.1813,5.7718
33.0000,31.7951,48.0125,5.7636
34.0000,30.0463,47.8892,5.7632
35.0000,31.7864,47.8458,5.7592
36.0000,33.4270,47.8945,5.7543
37.0000,29.1275,47.8138,5.7419
38.0000,29.0797,47.7940,5.7350
39.0000,32.3163,47.7493,5.7374
40.0000,30.0065,47.6443,5.7307
41.0000,34.0996,47.4727,5.7248
42.0000,30.9301,47.3623,5.7252
43.0000,30.4391,46.9784,5.7173
44.0000,34.4307,46.7502,5.7024
45.0000,30.4966,46.8030,5.6912
46.0000,30.3407,46.9779,5.6980
47.0000,33.6234,46.9413,5.6943
48.0000,30.2405,46.9765,5.6902
49.0000,29.9558,46.8355,5.6715
50.0000,28.9373,46.6689,5.6845
51.0000,28.9427,46.7230,5.6950
52.0000,31.0002,46.6932,5.6972
53.0000,33.8207,46.7542,5.6860
54.0000,28.8139,46.9666,5.6713
55.0000,31.3643,46.9007,5.6556
56.0000,29.7346,46.9463,5.6450
57.0000,30.9427,46.7123,5.6493
58.0000,27.4673,46.5742,5.6573
59.0000,30.2184,46.6796,5.6631
