1.0000,58.9383,62.0449,5.7304
2.0000,47.1859,61.6040,5.6869
3.0000,46.3618,61.8633,5.6993
4.0000,45.8706,61.5892,5.7000
5.0000,45.2308,60.6245,5.6759
6.0000,44.7129,59.4713,5.6680
7.0000,44.0669,59.1730,5.6606
8.0000,43.4798,57.8979,5.6530
9.0000,42.8741,59.1769,5.6706
10.0000,42.7022,58.0838,5.6398
11.0000,41.8309,56.4167,5.6417
12.0000,41.3662,56.5240,5.6087
13.0000,40.7708,55.8752,5.6174
14.0000,40.3407,56.0436,5.6113
15.0000,40.3788,54.5123,5.6246
16.0000,39.8187,55.9740,5.6045
17.0000,39.1181,54.4480,5.5952
18.0000,39.6466,53.2191,5.6427
19.0000,38.5185,55.6040,5.6113
20.0000,38.9509,55.4440,5.6023
21.0000,37.8130,52.5418,5.5955
22.0000,37.6312,52.5446,5.5741
23.0000,37.0807,52.9551,5.5659
24.0000,37.0022,52.5139,5.5409
25.0000,36.6986,51.5870,5.5661
26.0000,36.0412,51.7267,5.5561
27.0000,36.0794,51.2592,5.5480
28.0000,35.7304,52.1796,5.5364
29.0000,35.4728,50.3785,5.5695
30.0000,35.3021,51.4105,5.5391
31.0000,34.6527,50.3086,5.5464
32.0000,35.2455,49.7513,5.5622
33.0000,35.3193,52.1591,5.5203
34.0000,34.1525,49.5079,5.5760
35.0000,34.1619,49.9456,5.5238
36.0000,33.6173,50.2573,5.5039
37.0000,33.2138,49.0685,5.5428
38.0000,33.2975,49.1634,5.5019
39.0000,32.7220,50.3436,5.4769
40.0000,33.2170,48.3649,5.5061
41.0000,33.4812,49.6273,5.4565
42.0000,32.6313,47.8187,5.5594
43.0000,32.9524,49.4471,5.4535
44.0000,32.0010,48.2630,5.4664
45.0000,31.7981,48.3126,5.4629
46.0000,32.0446,48.4825,5.4062
47.0000,31.5421,47.2317,5.4746
48.0000,31.5042,47.8611,5.4240
49.0000,31.2556,47.3649,5.4332
50.0000,30.9208,48.3987,5.3792
51.0000,30.4726,46.8089,5.4208
52.0000,30.8836,47.9387,5.3804
53.0000,30.8002,46.9819,5.4013
54.0000,30.3542,46.6852,5.4042
55.0000,30.5124,46.6672,5.3780
56.0000,30.0206,46.3708,5.4006
57.0000,30.1121,46.8928,5.3503
58.0000,29.4950,46.0083,5.3783
59.0000,30.9454,48.1214,5.3564
60.0000,30.9811,45.8138,5.3858
61.0000,29.2693,47.0043,5.3492
62.0000,29.7130,46.4820,5.3391
63.0000,30.4274,45.5258,5.3999
64.0000,29.5727,48.9601,5.3241
65.0000,28.6158,45.3197,5.4387
66.0000,30.1563,45.8417,5.3745
67.0000,28.8301,47.6347,5.3406
68.0000,28.1666,45.0227,5.3733
69.0000,28.8153,44.9474,5.3274
70.0000,27.8065,46.0266,5.3701
71.0000,27.9713,46.6030,5.3274
72.0000,28.0893,45.2453,5.3535
73.0000,28.5261,46.0563,5.2963
74.0000,27.9227,46.3707,5.3071
75.0000,28.1586,45.5862,5.3534
76.0000,27.8060,46.2635,5.2765
77.0000,29.0899,44.5203,5.3516
78.0000,27.1432,48.3285,5.2961
79.0000,27.8006,44.6856,5.3248
80.0000,26.5523,46.1716,5.2462
81.0000,27.3306,44.2172,5.3465
82.0000,28.1079,48.6087,5.3855
83.0000,28.6428,45.5889,5.3509
84.0000,26.9160,45.1415,5.4063
85.0000,27.7200,46.0905,5.3585
86.0000,26.5686,44.9053,5.3113
87.0000,26.9500,46.5674,5.2672
88.0000,26.4974,44.8147,5.3330
89.0000,26.0777,45.2730,5.2933
90.0000,25.5594,44.5279,5.2916
91.0000,25.3879,45.1639,5.3071
92.0000,26.8765,44.0335,5.3160
93.0000,26.7203,45.9647,5.3136
94.0000,25.2314,45.6397,5.3091
95.0000,25.2929,45.9904,5.3116
96.0000,25.0503,45.9142,5.2438
97.0000,25.2983,44.2750,5.2518
98.0000,25.8011,44.6633,5.3230
99.0000,25.6228,46.7772,5.3318
100.0000,25.4417,43.8838,5.2453
101.0000,26.1197,46.4414,5.2379
102.0000,26.6696,43.8175,5.3822
103.0000,26.4339,45.3019,5.2847
104.0000,25.3689,43.5751,5.2778
105.0000,24.9667,45.3181,5.1894
106.0000,25.3648,44.6253,5.3345
107.0000,24.5608,43.6506,5.2927
108.0000,27.8679,44.2779,5.2158
109.0000,26.5279,43.2466,5.2643
110.0000,24.1597,46.8270,5.2607
111.0000,24.2689,43.5171,5.2290
112.0000,24.2699,43.9496,5.2709
113.0000,24.2327,46.3284,5.2866
114.0000,23.3378,43.4187,5.2834
115.0000,23.5553,45.6608,5.2068
116.0000,23.5655,44.4176,5.3381
117.0000,23.5237,46.0618,5.2356
118.0000,23.7145,42.7249,5.2104
119.0000,22.9779,45.6294,5.3006
120.0000,22.7105,43.2109,5.2591
121.0000,23.1798,44.3043,5.2715
122.0000,23.0492,42.5906,5.2980
123.0000,23.6352,44.4603,5.2396
124.0000,22.6222,43.6206,5.2289
125.0000,23.4934,43.6991,5.2730
126.0000,22.7746,43.9882,5.2820
127.0000,22.8220,47.9465,5.1600
128.0000,22.9552,43.4845,5.4205
129.0000,23.6870,52.6009,5.4056
130.0000,24.5359,42.4597,5.2746
131.0000,24.6491,44.1654,5.2621
132.0000,22.2701,45.3947,5.3451
133.0000,21.9457,43.5522,5.2503
134.0000,22.1539,47.0934,5.2166
135.0000,22.0824,43.3243,5.3716
136.0000,22.8639,45.6742,5.2493
137.0000,21.1867,44.0493,5.3210
138.0000,21.5873,44.6453,5.2078
139.0000,21.1365,44.7762,5.2420
140.0000,21.5347,42.6249,5.2990
141.0000,22.5100,52.4486,5.3541
142.0000,23.4247,42.8093,5.3290
143.0000,22.9238,47.8276,5.3339
144.0000,21.4965,43.0353,5.2402
145.0000,21.8137,44.7250,5.2748
146.0000,21.8206,47.2476,5.2367
147.0000,22.5631,41.8597,5.2136
148.0000,21.3767,45.5789,5.2440
149.0000,21.1689,46.3623,5.2699
150.0000,20.1180,42.2563,5.2160
151.0000,20.4036,46.2143,5.2427
152.0000,19.9188,45.4960,5.2346
153.0000,19.6247,43.2449,5.1661
154.0000,20.0977,45.3106,5.2671
155.0000,20.7950,44.5492,5.4749
156.0000,21.0493,47.2691,5.2717
157.0000,21.2690,45.1395,5.2120
158.0000,19.5034,45.4697,5.2629
159.0000,19.0556,44.0715,5.3622
160.0000,19.6429,43.0232,5.2709
161.0000,20.3445,49.6561,5.2496
162.0000,19.3095,44.3916,5.3879
163.0000,21.1824,50.9396,5.4037
164.0000,22.9149,42.7337,5.3595
165.0000,23.9155,52.2275,5.2488
166.0000,25.0618,44.6721,5.3671
167.0000,22.0111,42.7454,5.2534
168.0000,20.6436,46.5296,5.3354
169.0000,19.7112,43.8609,5.4095
170.0000,21.5162,46.8188,5.2226
171.0000,19.2829,43.5243,5.3750
172.0000,22.1799,51.8454,5.3509
173.0000,22.5584,43.7285,5.3235
174.0000,20.0312,43.8880,5.2647
175.0000,20.2266,46.6808,5.1423
176.0000,20.9062,42.6422,5.2859
177.0000,21.6628,49.7978,5.4186
178.0000,20.0101,44.4265,5.3817
